lab,chemin_initial,verdict,chemin_retenu,source_type,source_ref,date_verif,note
mb800/labs/2.6-accounts-receivable-setup.md,Sales > Customers > (ouvrir le client test) > Payments FastTab,non_trouve,Tell Me (Alt+Q) > Customers > (ouvrir le client test) > Payments FastTab,NA,NA,2026-09-17,"Attestations partielles seulement: l'onglet Payments existe bien sur la fiche client (Lab15:144, 152) mais le lab ne l'invoque que pour Payment Terms Code et Payment Method Code. Aucune source ne place Reminder Terms Code ni Fin. Charge Terms Code sur un onglet nomme: la doc dit seulement ""on Customer Card pages"" (docs-bc/business-central/finance-setup-reminders.md:109) et ""on the **Customer** page"" (docs-bc/business-central/finance-setup-finance-charges.md:21). Le prefixe ""Sales >"" reste par ailleurs non atteste. Prefixe 'Sales >' remplace par l'acces Tell Me : la barre de navigation depend du Role Center et n'est attestee nulle part dans le corpus, alors que la page l'est."
mb800/labs/2.6-accounts-receivable-setup.md,Sales > Sales Invoices > New,verifie_doc,Tell Me (Alt+Q) > Sales Invoices > New,doc-bc,docs-bc/business-central/sales-how-invoice-sales.md:38,2026-09-17,"Doublon de l'occurrence de l'etape 3.5, meme constat: ""Sales Invoices"" atteste (docs-bc/business-central/sales-how-invoice-sales.md:38), fil de menu ""Sales >"" non atteste dans le corpus. Prefixe 'Sales >' remplace par l'acces Tell Me : la barre de navigation depend du Role Center et n'est attestee nulle part dans le corpus, alors que la page l'est."
mb800/labs/2.6-accounts-receivable-setup.md,Tell Me (Alt+Q) > Create Reminders,corrige,Tell Me (Alt+Q) > Reminders > (page Reminder) > action Create Reminders,doc-bc,docs-bc/business-central/includes/receivables-reminders.md:28;docs-bc/business-central/includes/receivables-reminders.md:29;docs-bc/business-central/includes/receivables-reminders.md:30,2026-09-17,"La source decrit une sequence en trois temps que le chemin ecrase: ""enter **Reminders**, and then choose the related link"" (:28), puis ""On the **Reminder** page, choose the **Create Reminders** action"" (:29), puis ""On the **Create Reminders** page, fill in the fields"" (:30). ""Create Reminders"" est designe comme batch job / action (docs-bc/business-central/ui-work-report.md:20), jamais comme cible Tell Me dans le corpus. Chemin affirme sans ""?""."
mb800/labs/2.6-accounts-receivable-setup.md,Tell Me (Alt+Q) > Create Finance Charge Memos,corrige,Tell Me (Alt+Q) > Finance Charge Memos > action Create Finance Charge Memos,doc-bc,docs-bc/business-central/receivables-collect-outstanding-balances.md:68;docs-bc/business-central/receivables-collect-outstanding-balances.md:78,2026-09-17,"La source qualifie explicitement ""Create Finance Charge Memos"" d'action - ""you can use the **Create Finance Charge Memos** action to create finance charge memos for all or selected customers"" (:68) - et donne ""enter **Finance Charge Memos**, and then choose the related link"" comme acces a la page (:78, :112). Aucune occurrence de ""Create Finance Charge Memos"" comme cible Tell Me dans le corpus. La doc ne precise pas le groupe de ruban ou vit l'action; deux pages web la situent sous Process de la page Finance Charge Memos, ce qui n'est pas retenu comme source ici. Chemin affirme sans ""?""."
mb800/labs/2.5-payment-discounts.md,Tell Me (Alt+Q) > Payment Terms > New,verifie_doc,Tell Me (Alt+Q) > Payment Terms > New,doc-bc,docs-bc/business-central/finance-payment-terms.md:27,2026-09-17,Acces Tell Me atteste a l'identique. Le champ Calc. Pmt. Disc. on Cr. Memos evoque a l'etape 3.1 est bien atteste sur la page Payment Terms (docs-bc/business-central/finance-payment-methods.md:23) et agit sur les credit memos (docs-bc/business-central/finance-payment-terms.md:20).
mb800/labs/2.5-payment-discounts.md,Tell Me (Alt+Q) > Vendor Posting Groups > New,verifie_lab_ms,Tell Me (Alt+Q) > Vendor Posting Groups > New,labs-ms,labs-ms/Instructions/Labs/Lab08_Set_up_Accounts_Payable.md:117,2026-09-17,"Lab officiel: ""enter Vendor Posting Groups, and then choose the related link"", puis ""+ New"" (Lab08:122). Lab08:128-129 atteste Payment Disc. Debit Acc. et Payment Disc. Credit Acc., Lab08:120 atteste Payables Account, sur cette meme page. Meme acces par Tell Me dans la doc: docs-bc/business-central/finance-how-enable-application-ledger-entries-different-currencies.md:43."
mb800/labs/2.5-payment-discounts.md,Tell Me (Alt+Q) > Vendors > (ouvrir le vendor de test),verifie_lab_ms,Tell Me (Alt+Q) > Vendors > (ouvrir le vendor de test),labs-ms,labs-ms/Instructions/Labs/Lab08_Set_up_Accounts_Payable.md:175,2026-09-17,"Lab officiel: ""enter Vendors, and then choose the related link"". Meme acces dans la doc: docs-bc/business-central/purchasing-how-prioritize-vendors.md:25. Le chemin ne nomme aucun onglet, il n'y a donc rien de plus a verifier; a noter que le lab officiel place Gen. Bus. Posting Group et Vendor Posting Group sur l'onglet **Invoicing** (Lab08:143-144, 155-156) et que la doc place Payment Terms Code sans onglet nomme."
mb800/labs/2.5-payment-discounts.md,Tell Me (Alt+Q) > General Ledger Setup,verifie_doc,Tell Me (Alt+Q) > General Ledger Setup,doc-bc,docs-bc/business-central/finance-how-setup-additional-currencies.md:88,2026-09-17,"Acces Tell Me atteste a l'identique (29 occurrences du motif dans la doc). Le champ vise par l'etape 3.4 est confirme sur cette page: ""the **Adjust for Payment Discount** field is activated by default on the **General Ledger Setup** page"" (docs-bc/business-central/LocalFunctionality/Switzerland/swiss-value-added-tax.md:25). Nuance de la source: le meme champ existe aussi sur VAT Posting Setup (docs-bc/business-central/finance-payment-tolerance-and-payment-discount-tolerance.md:71), donc le qualificatif ""parametrage global de societe"" du lab est incomplet."
mb800/labs/2.5-payment-discounts.md,Tell Me (Alt+Q) > Purchase Invoices > New,verifie_doc,Tell Me (Alt+Q) > Purchase Invoices > New,doc-bc,docs-bc/business-central/finance-work-with-vat.md:159,2026-09-17,"Acces Tell Me atteste a l'identique (aussi docs-bc/business-central/quick-start-procurement.md:76, 20 fichiers au total)."
mb800/labs/2.5-payment-discounts.md,Tell Me (Alt+Q) > Vendor Ledger Entries > (sélectionner la facture postée),verifie_doc,Tell Me (Alt+Q) > Vendor Ledger Entries > (sélectionner la facture postée),doc-bc,docs-bc/business-central/across-how-connect-disconnect-income-document-records.md:36,2026-09-17,"Acces Tell Me atteste a l'identique (aussi docs-bc/business-central/LocalFunctionality/Australia/payment-times-reporting.md:59). Les deux champs releves a l'etape 3.6, Pmt. Discount Date et Remaining Pmt. Disc. Possible, ne sont pas attestes nommement sur la page Vendor Ledger Entries par le corpus; Pmt. Discount Date est atteste ailleurs comme champ des ecritures (docs-bc/business-central/finance-powerbi-app-semantic-model.md:127)."
mb800/labs/2.5-payment-discounts.md,Tell Me (Alt+Q) > Payment Journal,corrige,Tell Me (Alt+Q) > Payment Journals,doc-bc,docs-bc/business-central/payables-how-post-payments-refunds.md:35,2026-09-17,"La doc W1 utilise systematiquement le pluriel: ""enter **Payment Journals**, and then choose the related link"" (docs-bc/business-central/payables-how-post-payments-refunds.md:35 et :46, docs-bc/business-central/finance-make-payments-with-bank-data-conversion-service-or-sepa-credit-transfer.md:82 et :112, docs-bc/business-central/finance-how-record-reimburse-employee-expenses.md:35). Divergence de localisation a signaler: ""Payment Journal"" au singulier n'apparait que dans la doc Inde, comme alternative locale (""enter **Payment Journal** or **Bank Payment Voucher**"", docs-bc/business-central/LocalFunctionality/India/TDS-TDS-Payment-to-Authority.md:18). La sequence Apply Entries / Set Applies-to ID de l'etape 3.6 est bien attestee sur un payment journal (docs-bc/business-central/payables-how-apply-purchase-transactions-manually.md:94, docs-bc/business-central/purchasing-how-register-new-vendors.md:45)."
mb800/labs/2.5-payment-discounts.md,Tell Me (Alt+Q) > G/L Entries,corrige,Tell Me (Alt+Q) > General Ledger Entries,doc-bc,docs-bc/business-central/finance-how-reverse-journal-posting.md:35,2026-09-17,"Le seul acces Tell Me atteste dans le corpus est ""enter **General Ledger Entries**, and then choose the related link"". ""G/L Entries"" n'est jamais une cible Tell Me dans les 2643 fichiers; il n'apparait comme nom de page que dans la doc localisee tcheque (docs-bc/business-central/LocalFunctionality/Czech/general-ledger-entries-application.md:18) et comme nom de table dans des textes courants (docs-bc/business-central/finance-setup-vat.md:54). Chemin affirme sans ""?""."
mb800/labs/hors-referentiel-vat-posting-setup.md,Tell Me (Alt+Q) > VAT Business Posting Groups > New,verifie_doc,Tell Me (Alt+Q) > VAT Business Posting Groups > New,doc-bc,docs-bc/business-central/finance-setup-vat.md:171,2026-09-17,"Acces Tell Me atteste a l'identique dans la procedure ""To set up a VAT business posting group"" (aussi docs-bc/business-central/LocalFunctionality/UnitedKingdom/how-to-set-up-reverse-charges-on-vat.md:24). La doc n'ecrit que ""Fill in the fields as necessary"" (:172), sans detailler Code / Description."
mb800/labs/hors-referentiel-vat-posting-setup.md,Tell Me (Alt+Q) > VAT Product Posting Groups > New,verifie_doc,Tell Me (Alt+Q) > VAT Product Posting Groups > New,doc-bc,docs-bc/business-central/finance-setup-vat.md:184,2026-09-17,Acces Tell Me atteste a l'identique (aussi docs-bc/business-central/finance-setup-vat.md:290 pour la TVA a l'import).
mb800/labs/hors-referentiel-vat-posting-setup.md,Tell Me (Alt+Q) > Customers > (ouvrir un client de test) > Invoicing,verifie_doc,Tell Me (Alt+Q) > Customers > (ouvrir un client de test) > Invoicing,doc-bc,docs-bc/business-central/finance-setup-vat.md:223;docs-bc/business-central/finance-setup-vat.md:224;docs-bc/business-central/finance-setup-vat.md:225,2026-09-17,"Sequence attestee en entier sur la MEME page, section ""To assign VAT business posting groups to customers and vendors"": Tell Me (:223), ""On the **Customer** or **Vendor** card, expand the **Invoicing** FastTab"" (:224), ""Choose the **VAT Bus. Posting Group**"" (:225). Confirme par docs-bc/business-central/finance-setup-vat.md:314. Divergence mineure: la doc ecrit l'entree Tell Me au singulier (""Customer""), le pluriel ""Customers"" est atteste ailleurs (docs-bc/business-central/receivables-how-block-customers.md:28, Lab15:123)."
mb800/labs/hors-referentiel-vat-posting-setup.md,Tell Me (Alt+Q) > Chart of Accounts > (ouvrir un G/L account utilisable en ligne de facture) > Posting,verifie_doc,Tell Me (Alt+Q) > Chart of Accounts > (ouvrir un G/L account utilisable en ligne de facture) > Posting,doc-bc,docs-bc/business-central/finance-setup-vat.md:216;docs-bc/business-central/finance-setup-vat.md:217;docs-bc/business-central/finance-setup-vat.md:218,2026-09-17,"Sequence attestee en entier, section ""To assign VAT posting groups to individual general ledger accounts"": Tell Me ""Chart of Accounts"" (:216), ""Open the **G/L Account Card** for the account"" (:217), ""On the **Posting** FastTab"" (:218-219). Nuance de la source: la doc impose de renseigner d'abord Gen. Posting Type (Sale ou Purchase) sur ce meme onglet avant de choisir les groupes TVA (:218), etape que le lab ne mentionne pas."
mb800/labs/hors-referentiel-vat-posting-setup.md,Tell Me (Alt+Q) > Sales Invoice > New,corrige,Tell Me (Alt+Q) > Sales Invoices > New,doc-bc,docs-bc/business-central/sales-how-invoice-sales.md:38,2026-09-17,"La procedure primaire ""To create a sales invoice"" passe par la liste au pluriel: ""enter **Sales Invoices**, and then choose the related link"", et c'est de la que s'ouvre la page **Sales Invoice** (:39). Creer (""> New"") suppose la page liste. Divergence a signaler: ""Sales Invoice"" au singulier est bien atteste comme entree Tell Me, mais seulement dans la doc localisee (docs-bc/business-central/LocalFunctionality/Czech/adv-payments-how-to-link-invoice.md:43, docs-bc/business-central/LocalFunctionality/Russia/how-to-enter-custom-declarations-information.md:91). Chemin affirme sans ""?""."
mb800/labs/hors-referentiel-vat-posting-setup.md,Tell Me (Alt+Q) > VAT Posting Setup,verifie_doc,Tell Me (Alt+Q) > VAT Posting Setup,doc-bc,docs-bc/business-central/finance-setup-vat.md:198,2026-09-17,"Acces Tell Me atteste a l'identique dans ""To combine VAT posting setups"" (13 fichiers au total, aussi :259 et :292). La doc atteste sur cette page les champs VAT Calculation Type (docs-bc/business-central/finance-setup-vat.md:294) et Purchase VAT Account (:295), ainsi que VAT Identifier (:191) et VAT Clause Code (:260)."
mb800/labs/hors-referentiel-vat-posting-setup.md,Tell Me (Alt+Q) > Sales Invoice,verifie_doc,Tell Me (Alt+Q) > Sales Invoice,doc-bc,docs-bc/business-central/LocalFunctionality/Czech/adv-payments-how-to-link-invoice.md:43,2026-09-17,"Nom de page atteste a l'identique comme entree Tell Me (aussi docs-bc/business-central/LocalFunctionality/Russia/how-to-enter-custom-declarations-information.md:91). Divergence a signaler: les deux attestations sont dans la doc localisee; la doc W1 primaire utilise la liste ""Sales Invoices"" (docs-bc/business-central/sales-how-invoice-sales.md:38), qui est le chemin a privilegier pour retrouver une facture non postee."
mb800/labs/hors-referentiel-vat-posting-setup.md,Tell Me (Alt+Q) > Posted Sales Invoices > (ouvrir la facture postée) > Navigate,corrige,Tell Me (Alt+Q) > Posted Sales Invoices > (ouvrir la facture postée) > Find entries,doc-bc,docs-bc/business-central/ui-find-entries.md:25,2026-09-17,"La source nomme l'action autrement: ""From pages that specifically display posted documents or posted document entries - for both lists and cards - you can also open the feature by choosing the **Find entries** action"". ""Navigate"" est l'ancien libelle, que la doc actuelle n'ecrit plus qu'entre parentheses: ""the **Navigate** (Find Entries) results"" (docs-bc/business-central/subcontract-wip-transfers.md:120); raccourci Ctrl+Alt+Q (docs-bc/business-central/keyboard-shortcuts-cheatsheet.md:27). Le nom de page Posted Sales Invoices est atteste (docs-bc/business-central/ui-how-send-documents-email.md:31). Exemples de la meme sequence sur un document poste: docs-bc/business-central/value-chain-howto-transfer.md:35 et docs-bc/business-central/fa-how-dispose-retire.md:44. Navigate subsiste comme groupe de ruban pour d'autres usages (ex. Navigate > Sales Prices) ; seul l'acces aux ecritures depuis un document valide a ete renomme Find entries."
mb800/labs/hors-referentiel-vat-posting-setup.md,Tell Me (Alt+Q) > VAT Statement,verifie_doc,Tell Me (Alt+Q) > VAT Statement,doc-bc,docs-bc/business-central/LocalFunctionality/Germany/how-to-set-up-and-export-sales-vat-advance-notifications.md:50,2026-09-17,"Nom de page atteste a l'identique comme entree Tell Me (aussi docs-bc/business-central/LocalFunctionality/Czech/vat-return-cz.md:39). Divergence de version a signaler: la doc W1 primaire utilise le pluriel ""VAT Statements"" (docs-bc/business-central/finance-how-setup-vat-statement.md:24), les deux attestations au singulier venant de la doc localisee. Le champ Amount Type de l'etape 3.8 est bien atteste sur la page VAT Statement (docs-bc/business-central/LocalFunctionality/Czech/adv-payments-how-to-setup-advance-payments.md:85, options Base et Amount) et l'apercu se lance par l'action **Preview** (docs-bc/business-central/finance-how-setup-vat-statement.md:37)."
mb800/labs/4.5-cash-management.md,Tell Me (Alt+Q) > Chart of Accounts > New,verifie_lab_ms,Tell Me (Alt+Q) > Chart of Accounts > New,labs-ms,labs-ms/Instructions/Labs/Lab07_Configure_Chart_of_Accts.md:30,2026-09-17,"Lab officiel : ""enter Chart of Accounts and then choose the related link"", puis ligne 34 ""In the Chart of Accounts page, select + New"". Confirme aussi par doc-bc finance-how-setup-additional-currencies.md:70."
mb800/labs/4.5-cash-management.md,Tell Me (Alt+Q) > Bank Account Posting Groups > New,verifie_lab_ms,Tell Me (Alt+Q) > Bank Account Posting Groups > New,labs-ms,labs-ms/Instructions/Labs/Lab10_Set_up_Cash_Management.md:69,2026-09-17,"Le lab officiel saisit le terme au singulier (""enter Bank Account Posting Group"") mais la page ouverte est bien ""Bank Account Posting Groups"" (Lab10:70, et doc-bc finance-posting-groups.md:52 ""Set up these posting groups on the Bank Account Posting Groups page""). Le + New est attesté Lab10:70."
mb800/labs/4.5-cash-management.md,Tell Me (Alt+Q) > Bank Accounts > New,verifie_lab_ms,Tell Me (Alt+Q) > Bank Accounts > New,labs-ms,labs-ms/Instructions/Labs/Lab10_Set_up_Cash_Management.md:28,2026-09-17,"""enter Bank Accounts and then choose the related link"" puis ligne 29 ""In the Bank Accounts page, select + New"". Confirme par doc-bc finance-how-positive-pay.md:24."
mb800/labs/4.5-cash-management.md,Tell Me (Alt+Q) > Payment Journals,verifie_doc,Tell Me (Alt+Q) > Payment Journals,doc-bc,docs-bc/business-central/finance-make-payments-with-bank-data-conversion-service-or-sepa-credit-transfer.md:82,2026-09-17,"""enter Payment Journals, and then choose the related link"". Corrobore par le lab officiel Lab25_Process_Cash_Management.md:176."
mb800/labs/4.5-cash-management.md,Tell Me (Alt+Q) > Bank Account Ledger Entries,verifie_doc,Tell Me (Alt+Q) > Bank Account Ledger Entries,doc-bc,docs-bc/business-central/finance-how-update-currencies.md:153,2026-09-17,"Nom de page attesté à l'identique (""on the Bank Account Ledger Entries, Customer Ledger Entries, and Vendor Ledger Entries pages""). Réserve : aucune source du corpus ne montre d'étape Tell Me vers cette page ; la doc l'exhibe surtout comme volet de la Bank Acc. Reconciliation (bank-how-reconcile-bank-accounts-separately.md:24). L'existence du nom est prouvée, l'accès par Tell Me ne l'est pas."
mb800/labs/4.5-cash-management.md,Tell Me (Alt+Q) > Bank Acc. Reconciliation > New,corrige,Tell Me (Alt+Q) > Bank Account Reconciliation > New,doc-bc,docs-bc/business-central/bank-how-reconcile-bank-accounts-separately.md:67,2026-09-17,"La doc saisit ""Bank Account Reconciliation"" dans la recherche, pas ""Bank Acc. Reconciliation"" : ""enter Bank Account Reconciliation, and then choose the related link"" puis ligne 68 ""Choose the New action"". ""Bank Acc. Reconciliation"" est le titre de la page une fois ouverte (même fichier:17 et :24) et reste correct dans le corps du lab ; c'est uniquement le terme de recherche qui change."
mb800/labs/2.7-fixed-assets-setup.md,Tell Me (Alt+Q) > FA Posting Groups > New,verifie_doc,Tell Me (Alt+Q) > FA Posting Groups > New,doc-bc,docs-bc/business-central/fa-how-setup-general.md:30,2026-09-17,"""enter FA Posting Groups, and then choose the related link"" puis ligne 31 ""Choose the New action"" et ligne 32 page ""FA Posting Group Card""."
mb800/labs/2.7-fixed-assets-setup.md,Tell Me (Alt+Q) > Depreciation Books > New,verifie_doc,Tell Me (Alt+Q) > Depreciation Books > New,doc-bc,docs-bc/business-central/fa-how-setup-depreciation.md:26,2026-09-17,"""enter Depreciation Books, and then choose the related link"" puis ligne 27 ""On the Depreciation Books List page, choose the New action"". La page de liste s'appelle ""Depreciation Books List"", la fiche ""Depreciation Book Card"" (:28). Le G/L Integration du lab correspond à la FastTab nommée ""Integration"" dans la doc (:32)."
mb800/labs/2.7-fixed-assets-setup.md,Tell Me (Alt+Q) > Fixed Assets > New,verifie_doc,Tell Me (Alt+Q) > Fixed Assets > New,doc-bc,docs-bc/business-central/fa-how-acquire.md:36,2026-09-17,"""enter Fixed Assets, and then choose the related link"" puis ligne 37 ""Choose the New action, and then fill in the fields on the General FastTab""."
mb800/labs/2.7-fixed-assets-setup.md,Tell Me (Alt+Q) > Fixed Assets > (ouvrir la fiche créée) > Related > Fixed Asset > Depreciation Books,verifie_doc,Tell Me (Alt+Q) > Fixed Assets > (ouvrir la fiche créée) > Related > Fixed Asset > Depreciation Books,doc-bc,docs-bc/business-central/fa-how-setup-user-defined-depreciation-method.md:28,2026-09-17,"Même séquence sur la même page : :28 ""enter Fixed Assets"", :29 ""Select the fixed asset..."", :30 ""Choose the Related action, and then choose Fixed Asset, and then Depreciation Books. This opens the FA Depreciation Books page."" Nuance : la doc sélectionne la ligne dans la liste sans ouvrir la fiche ; l'étape ""(ouvrir la fiche créée)"" n'est pas requise. Les champs Depreciation Method / No. of Depreciation Years / Depreciation Starting Date de cette page sont attestés :33-:37."
mb800/labs/2.7-fixed-assets-setup.md,Tell Me (Alt+Q) > FA G/L Journals,verifie_doc,Tell Me (Alt+Q) > FA G/L Journals,doc-bc,docs-bc/business-central/fa-how-depreciate-amortize.md:42,2026-09-17,"""enter FA G/L Journals, and then choose the related link"" ; la page ouverte est intitulée ""Fixed Asset G/L Journal"" (:44). La forme longue ""Fixed Asset G/L Journals"" est aussi attestée comme terme de recherche (fa-how-trans-split-combine.md:65, fa-how-depreciate-amortize.md:77)."
mb800/labs/2.7-fixed-assets-setup.md,Tell Me (Alt+Q) > Calculate Depreciation,verifie_doc,Tell Me (Alt+Q) > Calculate Depreciation,doc-bc,docs-bc/business-central/fa-how-depreciate-amortize.md:36,2026-09-17,"""enter Calculate Depreciation, and then choose the related link"" ; le batch job crée des lignes dans le fixed asset G/L journal (:40), ce qui correspond à l'enchaînement 3.6 du lab."
mb800/labs/2.7-fixed-assets-setup.md,Tell Me (Alt+Q) > FA Posting Groups > (ouvrir LAB-EQUIP),verifie_doc,Tell Me (Alt+Q) > FA Posting Groups > (ouvrir LAB-EQUIP),doc-bc,docs-bc/business-central/fa-how-setup-general.md:30,2026-09-17,"Terme de recherche ""FA Posting Groups"" attesté. L'ouverture d'un groupe existant n'est pas décrite telle quelle ; la doc ouvre la ""FA Posting Group Card"" après New (:32) et utilise ailleurs l'action Related > Posting Group > Allocations depuis la liste (fa-how-depreciate-amortize.md:75). Le libellé du champ à compléter (Depreciation Expense Acc.) doit être relevé sur la base, pas supposé."
mb800/labs/2.7-fixed-assets-setup.md,Tell Me (Alt+Q) > FA G/L Journals,verifie_doc,Tell Me (Alt+Q) > FA G/L Journals,doc-bc,docs-bc/business-central/fa-how-depreciate-amortize.md:42,2026-09-17,"Deuxième occurrence, même attestation. Pour la cession, doc-bc fa-how-dispose-retire.md décrit le FA Posting Type Disposal via le même journal."
mb800/labs/2.7-fixed-assets-setup.md,Tell Me (Alt+Q) > FA Ledger Entries,verifie_doc,Tell Me (Alt+Q) > FA Ledger Entries,doc-bc,docs-bc/business-central/fa-how-acquire.md:146,2026-09-17,"""enter FA Ledger Entries, and then choose the related link"" puis :147 ""In the FA Ledger Entries page"". Corrobore par LocalFunctionality/Russia/How-to-View-Posted-Entries-on-a-Fixed-Asset-Charge.md:19. La forme longue ""Fixed Asset Ledger Entries"" n'est jamais utilisée comme terme de recherche dans le corpus."
mb800/labs/2.2.2-financial-reports-analysis-views.md,Tell Me (Alt+Q) > General Ledger Setup,verifie_doc,Tell Me (Alt+Q) > General Ledger Setup,doc-bc,docs-bc/business-central/finance-how-setup-additional-currencies.md:88,2026-09-17,"""enter General Ledger Setup, and then choose the related link"". Corrobore par le lab officiel Lab25_Process_Cash_Management.md:53. Les champs Global Dimension 1/2 Code y sont bien portés par cette page (finance-dimensions)."
mb800/labs/2.2.2-financial-reports-analysis-views.md,Tell Me (Alt+Q) > Row Definitions,verifie_doc,Tell Me (Alt+Q) > Row Definitions,doc-bc,docs-bc/business-central/bi-row-definitions.md:202,2026-09-17,"""enter Row Definitions, then choose the related link"". La page ouverte est intitulée ""(Financial Report) Row Definitions"" dans la doc (:23, :190) ; le New y est attesté :23. Divergence de version : cette fonctionnalité s'appelait ""Account Schedules"" dans les versions antérieures — le corpus ne date pas le renommage mais en garde les traces (mot-clé de recherche ""account schedule"" en en-tête de bi-row-definitions.md:10)."
mb800/labs/2.2.2-financial-reports-analysis-views.md,Tell Me (Alt+Q) > Column Definitions,verifie_doc,Tell Me (Alt+Q) > Column Definitions,doc-bc,docs-bc/business-central/bi-column-definitions.md:200,2026-09-17,"""enter Column Definitions, and then choose the related link"". Page intitulée ""(Financial Report) Column Definitions"" (:23, :35), New attesté :23. Les colonnes se saisissent via ""Edit Column Definition"" (:35), pas directement dans la liste."
mb800/labs/2.2.2-financial-reports-analysis-views.md,Tell Me (Alt+Q) > Financial Reports,verifie_doc,Tell Me (Alt+Q) > Financial Reports,doc-bc,docs-bc/business-central/bi-how-work-account-schedule.md:111,2026-09-17,"""enter Financial Reports, then choose the related link"" puis :112 ""On the Financial Reports page, choose the New action"" et :113 champ Name. Les attributs Row definition / Column definition de cette page sont listés :68-:73. Divergence de version à signaler : l'ancien nom ""Account Schedules"" survit dans les ensembles de permissions ""Account Schedules - View"" et ""Account Schedules - Edit"" (finance-financial-reporting-auditing.md:68-69) et dans des noms de fichiers/URL de la doc localisée dont le contenu, lui, dit déjà Financial Reports (LocalFunctionality/Spain/how-to-export-account-schedules-to-asc-format.md:25). Aucune phrase du corpus ne date explicitement le renommage."
mb800/labs/2.2.2-financial-reports-analysis-views.md,Tell Me (Alt+Q) > Analysis Views,verifie_doc,Tell Me (Alt+Q) > Analysis Views,doc-bc,docs-bc/business-central/bi-how-analyze-data-dimension.md:31,2026-09-17,"""enter Analysis Views, then choose the related link"" puis :32 ""On the Analysis View List page, choose the New action"" et :35 ""To update the view, choose the Update action"". Le champ ""Last Date Updated"" évoqué par le lab n'est attesté nulle part dans le corpus — le lab a raison de le donner sous réserve."
mb800/labs/2.2.2-financial-reports-analysis-views.md,Tell Me (Alt+Q) > Row Definitions,verifie_doc,Tell Me (Alt+Q) > Row Definitions,doc-bc,docs-bc/business-central/bi-row-definitions.md:202,2026-09-17,"Deuxième occurrence, même attestation. Réserve sur l'étape elle-même : le champ ""Analysis View Name"" que le lab demande de renseigner n'apparaît sous ce libellé nulle part dans le corpus ; bi-how-work-account-schedule.md:119 dit seulement ""Optionally, choose analysis views for the row and column definitions"" sans nommer le champ ni sa page."
mb800/labs/2.2.2-financial-reports-analysis-views.md,Tell Me (Alt+Q) > General Journals,verifie_lab_ms,Tell Me (Alt+Q) > General Journals,labs-ms,labs-ms/Instructions/Labs/Lab25_Process_Cash_Management.md:29,2026-09-17,"""enter General Journals and then choose the related link"". Corrobore par doc-bc LocalFunctionality/Germany/how-to-post-a-negative-entry.md:19."
mb800/labs/2.2.2-financial-reports-analysis-views.md,Tell Me (Alt+Q) > Analysis Views,verifie_doc,Tell Me (Alt+Q) > Analysis Views,doc-bc,docs-bc/business-central/bi-how-analyze-data-dimension.md:31,2026-09-17,"Deuxième occurrence, même attestation. L'action Update depuis la liste est attestée :35 et :50."
mb800/labs/2.2.2-financial-reports-analysis-views.md,Tell Me (Alt+Q) > Analysis by Dimensions,corrige,Tell Me (Alt+Q) > Analysis Views > (sélectionner la vue) > Analysis by Dimensions,doc-bc,docs-bc/business-central/bi-how-analyze-data-dimension.md:41,2026-09-17,"La doc n'ouvre jamais cette page par Tell Me. Elle décrit deux fois la même séquence : :41 ""enter Analysis Views, then choose the related link"", :42 ""Select the relevant analysis view, then choose the Analysis by Dimensions action"", :43 ""On the Analysis by Dimensions page..."" (répétée :46-:48). Cette séquence répond en outre au ""filtrer sur MB800AV"" demandé par le lab, puisque la vue est choisie avant l'ouverture. Le nom de page ""Analysis by Dimensions"" est correct, seul le chemin d'accès est corrigé."
